history_date,security_band,asteroid_volume_mined,gas_volume_mined,ice_volume_mined,moon_volume_mined,asteroid_volume_wasted,gas_volume_wasted,ice_volume_wasted,moon_volume_wasted
2025-01-12,Wormhole,189801790.8,28370831.0,2992000.0,9059890.0,66724429.3,5622262.0,795000.0,1395440.0
2025-01-13,High Sec,1074021154.35,1921770.0,761940000.0,868173720.0,246511359.7,103870.0,121391000.0,133165250.0
2025-01-13,Low Sec,139437519.6,5062080.0,6998000.0,22720610.0,45255091.85,506240.0,1724000.0,3020580.0
2025-01-13,Null Sec,1082319293.35,4653620.0,395533000.0,829961070.0,89508763.65,323620.0,78805000.0,23242270.0
2025-01-13,Pochven,33602640.0,0.0,0.0,0.0,7558144.0,0.0,0.0,0.0
2025-01-13,Wormhole,157292496.4,25223655.0,537000.0,2598840.0,49198877.1,4452930.0,145000.0,690760.0
2025-01-14,High Sec,1019153513.2,1940610.0,768905000.0,741211830.0,244297193.05,106300.0,127373000.0,124487400.0
2025-01-14,Low Sec,113074028.45,4870220.0,8874000.0,36751630.0,28678726.8,547190.0,2402000.0,1501570.0
2025-01-14,Null Sec,1010403574.0,6006370.0,437081000.0,942458500.0,115813483.0,250950.0,77187000.0,40740350.0
2025-01-14,Pochven,17218000.0,0.0,0.0,0.0,7871704.0,0.0,0.0,0.0
2025-01-14,Wormhole,152641965.9,23786861.0,10366000.0,9394550.0,52702229.8,4560258.0,2855000.0,4300540.0
2025-01-15,High Sec,1119125516.05,2008680.0,754846000.0,710064510.0,269339295.1,134120.0,127205000.0,141079830.0
2025-01-15,Low Sec,151255559.2,4876760.0,6764000.0,15407780.0,41050339.8,601870.0,1877000.0,1935080.0
2025-01-15,Null Sec,1057486852.3,6334200.0,321570000.0,949627750.0,111190371.8,394620.0,71220000.0,34251970.0
2025-01-15,Pochven,7468376.0,0.0,0.0,0.0,3783376.0,0.0,0.0,0.0
2025-01-15,Wormhole,130046473.1,25373274.0,2831000.0,5488160.0,46240113.5,4716313.0,798000.0,1901060.0
2025-01-16,High Sec,1103648949.55,1731090.0,783714000.0,726355170.0,266197780.0,126560.0,132396000.0,144124100.0
2025-01-16,Low Sec,177007701.7,5921220.0,9660000.0,38616800.0,40350500.5,628040.0,2859000.0,3673090.0
2025-01-16,Null Sec,1109334459.5,5308420.0,394235000.0,877719600.0,102866411.35,270810.0,79995000.0,40553610.0
2025-01-16,Pochven,3228184.0,0.0,0.0,0.0,1151632.0,0.0,0.0,0.0
2025-01-16,Wormhole,141636365.6,26005882.0,325000.0,5898890.0,51386685.0,4774294.0,113000.0,2465210.0
